frame_id,timestamp_ms,u1,v1,u2,v2
0202,6740,451,474,716,701
0203,6773,451,474,716,701
0204,6807,451,474,716,701
0205,6840,451,474,716,701
0206,6874,451,474,716,701
0207,6907,451,474,716,701
0208,6940,451,474,716,701
0209,6974,451,474,716,701
0210,7007,451,474,716,701
0211,7040,451,474,716,701
0212,7074,451,474,716,701
0213,7107,451,474,716,701
0214,7140,451,474,716,701
0215,7174,451,474,716,701
0216,7207,451,474,716,701
0217,7241,451,474,716,701
0218,7274,451,474,716,701
0219,7307,451,474,716,701
0220,7341,451,474,716,702
0221,7374,451,474,716,702
0222,7407,451,474,716,702
0223,7441,451,474,716,701
0224,7474,451,474,716,702
0225,7508,451,474,716,702
0226,7541,452,474,715,702
0227,7574,448,475,716,699
0228,7608,449,474,716,699
0229,7641,449,474,717,699
0230,7674,449,474,718,699
0231,7708,449,474,718,699
0232,7741,450,473,718,699
0233,7774,450,473,718,699
0234,7808,451,473,718,701
0235,7841,450,473,718,700
0236,7875,450,473,718,701
0237,7908,450,473,718,700
0238,7941,450,473,718,700
0239,7975,450,473,718,701
0240,8008,449,473,719,699
0241,8041,449,473,719,699
0242,8075,449,473,719,699
0243,8108,448,473,719,699
0244,8141,448,473,719,699
0245,8175,448,473,719,698
0246,8208,448,473,719,698
0247,8242,448,473,719,698
0249,8308,448,474,718,698
0250,8342,454,472,717,701
0251,8375,454,472,717,701
0252,8408,455,472,718,700
0253,8442,459,473,720,700
0254,8475,460,473,721,699
0255,8508,461,473,722,700
0256,8542,461,473,722,700
0257,8575,463,473,724,699
0258,8609,465,473,726,700
0259,8642,466,473,728,702
0260,8675,469,474,731,703
0261,8709,469,474,731,703
0262,8742,474,475,736,703
0263,8775,478,475,744,703
0264,8809,481,473,750,701
0265,8842,482,473,752,700
0266,8876,482,473,752,700
0267,8909,486,473,752,700
0268,8942,490,473,753,702
0269,8976,493,473,754,700
0270,9009,494,475,756,699
0271,9042,494,475,756,699
0272,9076,500,474,760,701
0273,9109,503,474,760,701
0274,9142,507,473,767,701
0275,9176,512,473,772,700
0276,9209,512,473,772,700
0277,9243,515,474,775,701
0278,9276,522,475,784,704
0279,9309,525,473,797,707
0282,9409,531,474,802,705
0283,9443,538,474,804,705
0285,9510,549,474,813,703
0286,9543,549,474,813,703
0287,9576,553,474,813,701
0288,9610,557,473,819,702
0289,9643,562,474,822,702
0290,9676,567,473,829,703
0291,9710,567,473,829,703
0292,9743,571,473,846,704
0293,9776,574,474,849,708
0294,9810,579,474,851,707
0295,9843,583,475,857,701
0296,9877,583,475,857,701
0297,9910,587,474,861,703
0298,9943,593,473,864,707
0299,9977,611,474,869,703
0300,10010,619,474,876,703
0301,10043,619,474,876,703
0302,10077,623,474,888,708
0303,10110,629,474,894,713
0304,10143,632,474,898,712
0307,10244,639,474,908,721
0308,10277,651,473,912,709
0309,10310,663,473,928,708
0310,10344,672,474,941,731
0311,10377,672,474,941,732
0312,10410,686,474,947,710
0314,10477,700,473,958,721
0315,10510,706,473,968,706
0316,10544,707,473,968,706
0317,10577,715,474,977,742
0318,10611,721,474,980,729
0319,10644,728,474,990,715
0320,10677,733,474,994,728
0321,10711,733,474,994,729
0322,10744,744,473,997,721
0323,10777,750,473,1009,720
0324,10811,755,473,1017,719
0325,10844,764,475,1025,720
0326,10878,764,475,1025,720
0327,10911,771,476,1028,721
0328,10944,774,475,1041,717
0329,10978,780,475,1045,722
0330,11011,790,474,1049,723
0331,11044,790,474,1049,723
0332,11078,801,473,1060,717
0333,11111,807,474,1067,717
0334,11144,815,474,1072,718
0335,11178,824,475,1084,716
0336,11211,824,475,1084,716
0337,11245,828,475,1089,723
0338,11278,839,473,1092,724
0339,11311,845,473,1100,720
0340,11345,850,473,1109,716
0341,11378,850,473,1109,716
0342,11411,860,474,1117,718
0343,11445,863,474,1126,720
0344,11478,873,475,1136,718
0345,11512,878,475,1140,720
0346,11545,878,475,1140,720
0347,11578,888,474,1144,720
0348,11612,894,473,1150,718
0349,11645,900,474,1156,719
0350,11678,907,474,1162,718
0351,11712,907,474,1162,718
0352,11745,911,475,1168,719
0353,11778,915,475,1176,719
0354,11812,921,475,1183,723
0355,11845,924,475,1187,735
0356,11879,924,475,1187,735
0357,11912,932,474,1189,722
0358,11945,936,473,1192,721
0359,11979,939,473,1197,723
0360,12012,943,473,1207,723
0361,12045,943,473,1207,723
0362,12079,947,473,1212,725
0363,12112,954,473,1214,723
0364,12145,957,473,1219,723
0365,12179,961,475,1231,723
0366,12212,961,475,1231,723
0367,12246,964,474,1234,724
0368,12279,968,475,1236,726
0369,12312,970,475,1238,727
0370,12346,971,475,1240,727
0371,12379,971,475,1240,727
0372,12412,976,474,1243,728
0373,12446,980,474,1246,730
0374,12479,983,474,1249,732
0375,12513,987,473,1254,731
0376,12546,987,473,1254,731
0377,12579,990,473,1256,731
0378,12613,992,473,1259,731
0379,12646,993,473,1261,731
0380,12679,994,473,1263,730
0381,12713,994,473,1263,730
0382,12746,996,473,1265,731
0383,12779,1001,473,1267,733
0384,12813,1002,473,1273,732
0385,12846,1003,473,1276,732
0386,12880,1003,473,1276,732
0387,12913,1004,473,1277,734
0388,12946,1005,473,1278,738
0389,12980,1005,473,1279,738
0390,13013,1005,473,1279,738
0391,13046,1005,473,1279,738
0392,13080,1005,474,1280,737
0394,13146,1003,474,1280,740
0395,13180,1001,474,1280,741
0396,13213,1001,474,1280,741
0397,13247,998,474,1279,743
0398,13280,997,473,1278,745
0399,13313,995,473,1277,745
0400,13347,994,473,1275,744
0401,13380,994,473,1275,744
0402,13413,985,474,1268,747
0403,13447,974,475,1269,750
0404,13480,972,476,1267,752
0405,13514,967,477,1265,753
0406,13547,967,477,1265,753
0407,13580,964,476,1266,752
0408,13614,960,476,1266,754
0409,13647,956,476,1266,754
0410,13680,951,477,1266,755
0411,13714,951,477,1266,755
0412,13747,947,478,1266,756
0413,13780,936,478,1264,755
0414,13814,930,478,1264,757
0415,13847,924,479,1259,757
0416,13881,924,479,1259,757
0417,13914,919,480,1257,756
0418,13947,914,480,1257,757
0419,13981,911,480,1255,762
0420,14014,906,480,1252,759
0421,14047,906,480,1252,759
0422,14081,891,479,1246,760
0423,14114,869,483,1241,759
0424,14147,863,484,1236,759
0425,14181,858,479,1226,761
0426,14214,858,479,1226,761
0427,14248,848,479,1218,760
0428,14281,833,481,1214,759
0429,14314,821,484,1211,760
0430,14348,816,485,1207,761
0431,14381,816,485,1206,761
0432,14414,811,485,1196,759
0433,14448,806,479,1181,758
0434,14481,783,481,1174,757
0435,14514,773,483,1169,757
0436,14548,773,483,1169,757
0437,14581,768,484,1163,756
0438,14615,762,485,1157,760
0439,14648,759,485,1141,759
0440,14681,741,480,1131,762
0441,14715,741,480,1131,762
0442,14748,727,484,1123,762
0443,14781,720,484,1115,763
0444,14815,715,485,1101,764
0445,14848,711,479,1088,766
0446,14882,711,479,1088,766
0447,14915,696,480,1074,767
0448,14948,680,483,1066,763
0449,14982,676,483,1052,766
0450,15015,671,479,1035,771
0451,15048,671,479,1035,771
0452,15082,666,480,1024,769
0453,15115,642,481,1018,771
0454,15148,633,482,998,771
0455,15182,633,478,986,773
0456,15215,633,478,986,773
0457,15249,627,478,973,773
0458,15282,617,478,966,771
0459,15315,609,477,947,768
0460,15349,589,477,932,771
0461,15382,589,477,932,771
0462,15415,585,477,919,767
0463,15449,578,478,905,767
0464,15482,568,477,889,766
0465,15516,551,476,877,768
0466,15549,551,476,877,768
0467,15582,542,477,868,769
0468,15616,531,477,855,768
0469,15649,521,477,838,768
0470,15682,499,477,824,766
0471,15716,499,477,824,766
0472,15749,488,478,817,768
0473,15782,480,477,802,765
0474,15816,461,478,791,767
0475,15849,442,477,776,768
0476,15883,442,477,776,768
0477,15916,435,477,764,766
0478,15949,425,476,751,767
0479,15983,412,477,740,764
0480,16016,398,476,731,768
0481,16049,398,476,731,768
0482,16083,394,477,725,770
0483,16116,385,477,713,769
0484,16149,379,476,706,766
0485,16183,367,477,699,767
0486,16216,367,477,699,767
0487,16250,347,479,693,766
0488,16283,345,477,682,768
0489,16316,339,477,678,768
0490,16350,332,476,671,763
0491,16383,332,476,671,763
0492,16416,330,476,667,762
0493,16450,320,476,659,760
0494,16483,307,477,654,761
0495,16516,298,479,651,760
0496,16550,298,479,651,760
0497,16583,295,480,650,761
0498,16617,293,480,649,762
0499,16650,291,480,648,761
0500,16683,291,476,641,760
0501,16717,291,476,641,760
0502,16750,291,477,640,761
0503,16783,290,477,639,761
0504,16817,289,477,639,761
0505,16850,289,477,639,761
0506,16884,289,477,639,761
0507,16917,289,477,639,761
0508,16950,289,477,639,761
0509,16984,290,477,639,762
0510,17017,291,476,640,762
0511,17050,291,476,640,762
0512,17084,292,477,640,763
0513,17117,293,476,641,763
0514,17150,291,480,648,761
0515,17184,292,480,649,761
0516,17217,292,480,649,761
0517,17251,294,480,650,762
0518,17284,297,479,651,764
0519,17317,300,478,652,762
0520,17351,308,477,655,760
0521,17384,308,477,655,760
0522,17417,318,476,659,763
0523,17451,328,475,661,763
0524,17484,331,476,667,766
0525,17518,334,476,673,770
0526,17551,334,476,673,770
0527,17584,339,477,677,765
0528,17618,344,477,682,765
0529,17651,349,476,688,765
0530,17684,357,478,697,763
0531,17718,357,478,697,763
0532,17751,372,477,700,762
0533,17784,379,476,706,763
0534,17818,385,477,711,765
0535,17851,391,477,722,761
0536,17885,391,477,721,762
0537,17918,394,477,725,761
0538,17951,399,476,730,761
0539,17985,405,477,736,761
0540,18018,419,476,745,761
0541,18051,419,476,745,761
0542,18085,426,476,751,759
0543,18118,434,477,759,761
0544,18151,439,477,770,761
0545,18185,443,477,775,760
0546,18218,443,477,775,760
0547,18252,457,478,785,761
0548,18285,475,477,795,760
0549,18318,481,477,801,759
0550,18352,493,477,807,758
0551,18385,493,477,807,758
0552,18418,499,476,817,758
0553,18452,516,477,824,758
0554,18485,524,477,832,758
0555,18518,530,477,843,758
0556,18552,530,477,843,758
0557,18585,538,477,855,758
0558,18619,552,476,863,757
0559,18652,564,478,870,757
0560,18685,572,477,880,757
0561,18719,572,477,880,757
0562,18752,580,477,890,757
0563,18785,586,477,902,759
0564,18819,598,477,913,757
0565,18852,615,478,919,757
0566,18886,615,478,919,757
0567,18919,623,477,932,757
0568,18952,631,477,941,756
0569,18986,635,478,952,757
0570,19019,642,476,964,756
0571,19052,642,476,964,756
0572,19086,652,477,971,755
0573,19119,670,477,978,756
0574,19152,680,478,987,757
0575,19186,683,478,997,756
0576,19219,683,478,997,756
0577,19253,696,476,1011,753
0578,19286,701,478,1022,757
0579,19319,712,476,1030,756
0580,19353,721,475,1037,755
0581,19386,721,475,1037,755
0582,19419,722,475,1046,754
0583,19453,729,476,1061,753
0584,19486,734,476,1068,753
0585,19520,737,476,1076,754
0586,19553,737,476,1076,754
0587,19586,752,475,1087,754
0588,19620,760,475,1096,753
0589,19653,767,477,1108,753
0590,19686,773,477,1114,753
0591,19720,773,477,1114,753
0592,19753,778,477,1122,753
0593,19786,784,479,1133,752
0594,19820,799,477,1141,751
0595,19853,808,477,1151,753
0596,19887,808,477,1151,753
0597,19920,815,477,1158,751
0598,19953,820,477,1165,750
0599,19987,827,476,1171,752
0600,20020,829,478,1179,754
0601,20053,828,478,1179,754
0602,20087,842,476,1189,752
0603,20120,852,476,1197,751
0604,20153,857,477,1206,751
0605,20187,861,477,1212,754
0606,20220,861,477,1212,754
0607,20254,869,477,1216,749
0608,20287,866,480,1223,752
0609,20320,874,478,1228,751
0610,20354,887,476,1235,748
0611,20387,887,476,1235,748
0612,20420,899,475,1240,745
0613,20454,907,475,1250,748
0614,20487,912,475,1254,746
0615,20521,914,475,1257,748
0616,20554,914,475,1257,748
0617,20587,919,474,1259,745
0618,20621,923,474,1264,738
0619,20654,920,475,1264,739
0620,20687,923,475,1266,742
0621,20721,924,475,1266,742
0622,20754,933,474,1267,742
0623,20787,940,473,1268,737
0624,20821,945,473,1270,737
0625,20854,948,473,1271,734
0626,20888,948,473,1271,734
0627,20921,952,473,1272,731
0628,20954,955,473,1274,730
0629,20988,959,473,1274,728
0630,21021,961,472,1274,728
0631,21054,961,472,1274,728
0632,21088,963,473,1273,731
0633,21121,965,473,1272,730
0634,21154,968,473,1269,728
0635,21188,970,473,1266,728
0636,21221,970,473,1266,728
0637,21255,972,472,1264,727
0638,21288,974,472,1263,728
0639,21321,979,472,1259,729
0640,21355,984,472,1253,727
0641,21388,984,472,1253,727
0642,21421,986,472,1249,724
0643,21455,987,472,1245,722
0644,21488,988,472,1243,719
0645,21522,989,471,1240,718
0646,21555,989,471,1240,718
0647,21588,990,471,1238,715
0648,21622,991,471,1236,718
0649,21655,992,472,1234,715
0650,21688,994,472,1233,716
0651,21722,994,472,1233,716
0652,21755,997,472,1231,711
0653,21788,999,473,1228,706
0654,21822,1000,473,1227,704
0655,21855,1001,472,1226,710
0656,21889,1001,472,1226,710
0657,21922,1001,472,1227,712
0658,21955,1001,472,1226,712
0659,21989,1000,473,1224,703
0660,22022,997,472,1219,709
0661,22055,997,472,1219,709
0662,22089,995,472,1216,701
0663,22122,997,471,1220,706
0664,22155,997,471,1217,699
0665,22189,999,471,1215,701
0666,22222,998,472,1215,694
0667,22256,996,473,1215,692
0668,22289,996,473,1215,692
0669,22322,995,473,1215,695
0670,22356,995,473,1216,697
0671,22389,993,472,1218,695
0672,22422,989,472,1223,699
0673,22456,989,472,1223,699
0674,22489,987,472,1227,697
0675,22522,987,472,1228,700
0676,22556,986,472,1229,702
0677,22589,983,472,1231,707
0678,22623,983,472,1231,707
0679,22656,979,472,1235,706
0680,22689,977,472,1238,704
0681,22723,974,473,1241,706
0682,22756,972,473,1245,706
0683,22789,972,473,1245,706
0684,22823,971,474,1247,702
0685,22856,969,475,1249,710
0686,22890,969,475,1253,706
0687,22923,968,474,1260,724
0688,22956,968,474,1260,724
0689,22990,967,474,1266,725
0690,23023,967,474,1272,722
0691,23056,966,474,1274,725
0692,23090,966,474,1277,730
0693,23123,966,474,1277,730
0694,23156,965,473,1281,729
0695,23190,964,474,1289,729
0696,23223,963,474,1293,726
0697,23257,963,474,1299,727
0698,23290,963,474,1298,727
0699,23323,962,474,1308,723
0700,23357,961,474,1331,720
0704,23490,953,467,1377,726
0705,23524,953,469,1372,729
0706,23557,954,469,1354,732
0707,23590,954,473,1349,732
0708,23624,954,473,1349,732
0710,23690,957,477,1327,729
0711,23724,955,476,1334,729
0712,23757,953,477,1329,730
0713,23790,953,477,1329,730
0714,23824,952,477,1318,731
0715,23857,949,477,1324,732
0719,23991,943,477,1294,727
0720,24024,938,477,1282,728
0721,24057,931,477,1278,724
0722,24091,920,479,1292,722
0723,24124,920,479,1292,722
0727,24258,914,479,1244,709
0728,24291,914,479,1244,709
0729,24324,911,479,1244,703
0730,24358,908,480,1239,713
0731,24391,901,480,1244,717
0732,24424,895,480,1220,711
0733,24458,895,480,1220,711
0734,24491,880,479,1206,741
0735,24524,876,482,1202,884
0736,24558,872,481,1197,883
0737,24591,870,481,1188,885
0738,24625,870,481,1188,885
0739,24658,870,479,1184,769
0740,24691,866,478,1178,710
0741,24725,861,478,1168,705
0742,24758,856,478,1165,702
0743,24791,856,478,1165,701
0744,24825,852,477,1155,702
0745,24858,849,476,1146,705
0746,24892,843,475,1141,710
0747,24925,840,476,1141,699
0748,24958,840,476,1141,699
0749,24992,837,476,1135,700
0750,25025,834,476,1128,701
0751,25058,829,477,1118,699
0752,25092,826,476,1116,704
0753,25125,826,476,1116,703
0754,25158,824,478,1116,695
0755,25192,821,477,1111,691
0756,25225,820,479,1111,689
0757,25259,819,479,1110,690
0758,25292,819,479,1110,690
0759,25325,818,479,1111,692
0760,25359,816,478,1105,695
0761,25392,815,477,1101,696
0762,25425,814,477,1100,695
0763,25459,815,477,1100,695
0764,25492,814,477,1099,696
0765,25526,813,477,1099,696
0766,25559,813,476,1098,698
0767,25592,813,476,1099,697
0768,25626,813,476,1099,697
0769,25659,813,476,1099,695
0770,25692,813,476,1099,695
0771,25726,813,476,1100,696
0772,25759,813,477,1101,694
0773,25792,813,477,1101,694
0774,25826,814,477,1102,693
0775,25859,815,477,1102,690
0776,25893,814,475,1098,693
0777,25926,816,475,1098,693
0778,25959,816,475,1098,693
0779,25993,817,475,1097,694
0780,26026,819,475,1096,692
0781,26059,821,475,1095,686
0782,26093,823,475,1094,681
0783,26126,823,475,1094,681
0784,26159,824,475,1093,680
0785,26193,826,475,1092,680
0786,26226,828,475,1092,675
0787,26260,831,475,1091,677
0788,26293,831,475,1091,677
0789,26326,833,475,1091,682
0790,26360,837,475,1090,682
0791,26393,837,477,1090,681
0792,26426,839,477,1088,682
0793,26460,839,477,1088,682
0794,26493,842,475,1089,680
0795,26527,843,475,1089,676
0796,26560,844,475,1089,677
0797,26593,846,476,1090,674
0798,26627,846,476,1090,674
0799,26660,851,476,1092,674
0800,26693,857,476,1094,675
0801,26727,863,475,1093,673
0802,26760,865,475,1093,675
0803,26793,866,475,1093,675
0804,26827,868,475,1095,677
0806,26894,872,475,1094,675
0807,26927,867,476,1094,678
0808,26960,867,476,1094,678
0809,26994,874,475,1094,676
0810,27027,874,476,1094,677
0811,27060,876,476,1095,677
0812,27094,880,475,1096,678
0813,27127,879,475,1096,678
0814,27160,882,475,1096,681
0815,27194,884,475,1095,681
0816,27227,885,475,1095,681
0817,27261,886,476,1095,683
0818,27294,886,476,1095,682
0819,27327,888,476,1094,682
0820,27361,889,475,1093,683
0821,27394,889,475,1093,683
0822,27427,890,475,1092,680
0823,27461,890,475,1092,680
0824,27494,890,475,1092,677
0825,27528,890,475,1092,675
0826,27561,890,475,1092,676
0827,27594,890,476,1092,678
0829,27661,890,476,1092,678
0830,27694,890,476,1091,678
0831,27728,890,476,1090,677
0832,27761,890,476,1090,678
0833,27794,890,476,1090,678
0834,27828,890,475,1091,678
0835,27861,891,475,1091,680
0836,27895,891,475,1092,678
0837,27928,891,475,1091,677
0838,27961,891,475,1091,677
0839,27995,891,474,1091,677
0840,28028,891,474,1091,677
0841,28061,891,475,1091,677
0842,28095,891,475,1090,677
0843,28128,891,475,1090,677
0844,28161,891,475,1091,676
0845,28195,891,474,1090,677
0846,28228,891,474,1091,677
0847,28262,891,474,1092,678
0848,28295,891,474,1092,678
0849,28328,891,474,1092,678
0850,28362,891,474,1092,678
0851,28395,891,473,1092,678
0852,28428,891,473,1092,679
0853,28462,891,473,1092,679
0854,28495,891,473,1093,679
0856,28562,891,474,1094,678
0861,28729,891,475,1091,677
0862,28762,891,476,1091,677
0863,28795,891,476,1091,677
0864,28829,890,476,1091,677
0865,28862,890,476,1092,678
0866,28896,891,476,1092,678
0867,28929,891,476,1091,678
0868,28962,891,476,1092,678
0869,28996,891,475,1092,678
0874,29162,893,476,1091,678
